,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,PERIOD,EPOCH,AGE / STAGE,Age (Ma),87Sr/86Sr mean,87Sr/8Sr min,87sr/86Sr max,Half-width interval,rate of change,extrapolated
,,Cretaceous,Early Cretaceous,Albian,109.85,0.707411,0.707402,0.707420,9,1,
,,Cretaceous,Early Cretaceous,Albian,109.90,0.707411,0.707402,0.707420,9,1,
,,Cretaceous,Early Cretaceous,Albian,109.95,0.707411,0.707402,0.707420,9,2,
,,Cretaceous,Early Cretaceous,Albian,110.00,0.707411,0.707402,0.707420,9,3,
,,Cretaceous,Early Cretaceous,Albian,110.05,0.707410,0.707402,0.707419,9,3,
,,Cretaceous,Early Cretaceous,Albian,110.10,0.707410,0.707401,0.707419,9,4,
,,Cretaceous,Early Cretaceous,Albian,110.15,0.707410,0.707401,0.707419,9,5,
,,Cretaceous,Early Cretaceous,Albian,110.20,0.707410,0.707401,0.707419,9,6,
,,Cretaceous,Early Cretaceous,Albian,110.25,0.707409,0.707401,0.707418,9,8,
,,Cretaceous,Early Cretaceous,Albian,110.30,0.707409,0.707400,0.707418,9,9,
,,Cretaceous,Early Cretaceous,Albian,110.35,0.707408,0.707400,0.707417,9,11,
,,Cretaceous,Early Cretaceous,Albian,110.40,0.707408,0.707399,0.707417,9,12,
,,Cretaceous,Early Cretaceous,Albian,110.45,0.707407,0.707398,0.707416,9,14,
,,Cretaceous,Early Cretaceous,Albian,110.50,0.707406,0.707398,0.707415,9,16,
,,Cretaceous,Early Cretaceous,Albian,110.55,0.707405,0.707397,0.707414,9,18,
,,Cretaceous,Early Cretaceous,Albian,110.60,0.707405,0.707396,0.707413,9,20,
,,Cretaceous,Early Cretaceous,Albian,110.65,0.707403,0.707395,0.707412,9,22,
,,Cretaceous,Early Cretaceous,Albian,110.70,0.707402,0.707394,0.707411,8,25,
,,Cretaceous,Early Cretaceous,Albian,110.75,0.707401,0.707393,0.707409,8,27,
,,Cretaceous,Early Cretaceous,Albian,110.80,0.707399,0.707391,0.707408,8,30,
,,Cretaceous,Early Cretaceous,Albian,110.85,0.707398,0.707390,0.707406,8,32,
,,Cretaceous,Early Cretaceous,Albian,110.90,0.707396,0.707388,0.707404,8,35,
,,Cretaceous,Early Cretaceous,Albian,110.95,0.707394,0.707386,0.707402,8,38,
,,Cretaceous,Early Cretaceous,Albian,111.00,0.707392,0.707384,0.707400,8,41,
,,Cretaceous,Early Cretaceous,Albian,111.05,0.707390,0.707382,0.707398,8,43,
,,Cretaceous,Early Cretaceous,Albian,111.10,0.707388,0.707380,0.707396,8,46,
,,Cretaceous,Early Cretaceous,Albian,111.15,0.707385,0.707377,0.707393,8,49,
,,Cretaceous,Early Cretaceous,Albian,111.20,0.707383,0.707375,0.707391,8,52,
,,Cretaceous,Early Cretaceous,Albian,111.25,0.707380,0.707372,0.707388,8,55,
,,Cretaceous,Early Cretaceous,Albian,111.30,0.707377,0.707369,0.707385,8,58,
,,Cretaceous,Early Cretaceous,Albian,111.35,0.707374,0.707366,0.707382,8,61,
,,Cretaceous,Early Cretaceous,Albian,111.40,0.707371,0.707363,0.707379,8,64,
,,Cretaceous,Early Cretaceous,Albian,111.45,0.707367,0.707359,0.707375,8,67,
,,Cretaceous,Early Cretaceous,Albian,111.50,0.707364,0.707355,0.707372,8,70,
,,Cretaceous,Early Cretaceous,Albian,111.55,0.707360,0.707352,0.707368,8,73,
,,Cretaceous,Early Cretaceous,Albian,111.60,0.707356,0.707348,0.707365,8,76,
,,Cretaceous,Early Cretaceous,Albian,111.65,0.707352,0.707344,0.707361,8,78,
,,Cretaceous,Early Cretaceous,Albian,111.70,0.707348,0.707340,0.707356,8,81,
,,Cretaceous,Early Cretaceous,Albian,111.75,0.707344,0.707336,0.707352,8,83,
,,Cretaceous,Early Cretaceous,Albian,111.80,0.707340,0.707332,0.707348,8,85,
,,Cretaceous,Early Cretaceous,Albian,111.85,0.707335,0.707328,0.707343,8,87,
,,Cretaceous,Early Cretaceous,Albian,111.90,0.707331,0.707323,0.707339,8,89,
,,Cretaceous,Early Cretaceous,Albian,111.95,0.707326,0.707319,0.707334,8,91,
,,Cretaceous,Early Cretaceous,Albian,112.00,0.707322,0.707314,0.707329,8,92,
,,Cretaceous,Early Cretaceous,Albian,112.05,0.707317,0.707309,0.707325,8,93,
,,Cretaceous,Early Cretaceous,Albian,112.10,0.707312,0.707305,0.707320,8,94,
,,Cretaceous,Early Cretaceous,Albian,112.15,0.707307,0.707300,0.707315,8,95,
,,Cretaceous,Early Cretaceous,Albian,112.20,0.707303,0.707295,0.707310,8,95,
,,Cretaceous,Early Cretaceous,Albian,112.25,0.707298,0.707290,0.707306,8,95,
,,Cretaceous,Early Cretaceous,Albian,112.30,0.707293,0.707285,0.707301,8,94,
,,Cretaceous,Early Cretaceous,Albian,112.35,0.707288,0.707281,0.707296,8,93,
,,Cretaceous,Early Cretaceous,Albian,112.40,0.707284,0.707276,0.707291,8,92,
,,Cretaceous,Early Cretaceous,Albian,112.45,0.707279,0.707271,0.707287,8,90,
,,Cretaceous,Early Cretaceous,Albian,112.50,0.707275,0.707266,0.707283,8,88,
,,Cretaceous,Early Cretaceous,Albian,112.55,0.707270,0.707262,0.707279,8,85,
,,Cretaceous,Early Cretaceous,Albian,112.60,0.707266,0.707258,0.707274,8,82,
,,Cretaceous,Early Cretaceous,Albian,112.65,0.707262,0.707253,0.707271,9,78,
,,Cretaceous,Early Cretaceous,Albian,112.70,0.707258,0.707249,0.707267,9,75,
,,Cretaceous,Early Cretaceous,Albian,112.75,0.707255,0.707246,0.707264,9,71,
,,Cretaceous,Early Cretaceous,Albian,112.80,0.707251,0.707242,0.707260,9,69,
,,Cretaceous,Early Cretaceous,Albian,112.85,0.707248,0.707239,0.707257,9,67,
,,Cretaceous,Early Cretaceous,Albian,112.90,0.707246,0.707237,0.707255,9,65,
,,Cretaceous,Early Cretaceous,Albian,112.95,0.707242,0.707233,0.707252,9,63,
,,Cretaceous,Early Cretaceous,Albian,113.00,0.707239,0.707230,0.707248,9,62,
,,Cretaceous,Early Cretaceous,Albian,113.05,0.707236,0.707227,0.707245,9,61,
,,Cretaceous,Early Cretaceous,Albian,113.10,0.707233,0.707224,0.707243,9,61,
,,Cretaceous,Early Cretaceous,Albian,113.15,0.707230,0.707220,0.707240,10,60,
,,Cretaceous,Early Cretaceous,Albian,113.20,0.707227,0.707217,0.707237,10,60,
,,Cretaceous,Early Cretaceous,Aptian,113.25,0.707224,0.707214,0.707235,10,58,
,,Cretaceous,Early Cretaceous,Aptian,113.30,0.707221,0.707211,0.707232,11,57,
,,Cretaceous,Early Cretaceous,Aptian,113.35,0.707218,0.707207,0.707230,11,56,
,,Cretaceous,Early Cretaceous,Aptian,113.40,0.707216,0.707204,0.707227,11,54,
,,Cretaceous,Early Cretaceous,Aptian,113.45,0.707213,0.707201,0.707225,12,53,
,,Cretaceous,Early Cretaceous,Aptian,113.50,0.707210,0.707198,0.707223,12,51,
,,Cretaceous,Early Cretaceous,Aptian,113.55,0.707208,0.707196,0.707220,12,50,
,,Cretaceous,Early Cretaceous,Aptian,113.60,0.707206,0.707193,0.707218,13,48,
,,Cretaceous,Early Cretaceous,Aptian,113.65,0.707203,0.707191,0.707216,13,46,
,,Cretaceous,Early Cretaceous,Aptian,113.70,0.707201,0.707188,0.707214,13,44,
,,Cretaceous,Early Cretaceous,Aptian,113.75,0.707199,0.707186,0.707211,13,42,
,,Cretaceous,Early Cretaceous,Aptian,113.80,0.707197,0.707184,0.707209,13,40,
,,Cretaceous,Early Cretaceous,Aptian,113.85,0.707195,0.707182,0.707207,12,38,
,,Cretaceous,Early Cretaceous,Aptian,113.90,0.707193,0.707181,0.707205,12,35,
,,Cretaceous,Early Cretaceous,Aptian,113.95,0.707191,0.707179,0.707203,12,33,
,,Cretaceous,Early Cretaceous,Aptian,114.00,0.707190,0.707178,0.707202,12,30,
,,Cretaceous,Early Cretaceous,Aptian,114.05,0.707189,0.707177,0.707200,12,28,
,,Cretaceous,Early Cretaceous,Aptian,114.10,0.707187,0.707176,0.707198,11,25,
,,Cretaceous,Early Cretaceous,Aptian,114.15,0.707186,0.707175,0.707197,11,22,
,,Cretaceous,Early Cretaceous,Aptian,114.20,0.707185,0.707174,0.707196,11,19,
,,Cretaceous,Early Cretaceous,Aptian,114.25,0.707184,0.707174,0.707195,10,15,
,,Cretaceous,Early Cretaceous,Aptian,114.30,0.707184,0.707173,0.707194,10,11,
,,Cretaceous,Early Cretaceous,Aptian,114.35,0.707183,0.707173,0.707193,10,6,
,,Cretaceous,Early Cretaceous,Aptian,114.40,0.707183,0.707173,0.707192,10,2,
,,Cretaceous,Early Cretaceous,Aptian,114.45,0.707183,0.707174,0.707192,9,-2,
,,Cretaceous,Early Cretaceous,Aptian,114.50,0.707184,0.707175,0.707193,9,-6,
,,Cretaceous,Early Cretaceous,Aptian,114.55,0.707184,0.707175,0.707193,9,-10,
,,Cretaceous,Early Cretaceous,Aptian,114.60,0.707185,0.707177,0.707194,9,-14,
,,Cretaceous,Early Cretaceous,Aptian,114.65,0.707186,0.707178,0.707194,8,-18,
,,Cretaceous,Early Cretaceous,Aptian,114.70,0.707187,0.707179,0.707195,8,-20,
,,Cretaceous,Early Cretaceous,Aptian,114.75,0.707188,0.707180,0.707196,8,-23,
,,Cretaceous,Early Cretaceous,Aptian,114.80,0.707190,0.707182,0.707197,8,-25,
,,Cretaceous,Early Cretaceous,Aptian,114.85,0.707191,0.707183,0.707199,8,-27,
,,Cretaceous,Early Cretaceous,Aptian,114.90,0.707193,0.707185,0.707200,8,-29,
,,Cretaceous,Early Cretaceous,Aptian,114.95,0.707194,0.707187,0.707201,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,115.00,0.707196,0.707188,0.707203,7,-32,
,,Cretaceous,Early Cretaceous,Aptian,115.05,0.707197,0.707190,0.707204,7,-34,
,,Cretaceous,Early Cretaceous,Aptian,115.10,0.707199,0.707192,0.707206,7,-35,
,,Cretaceous,Early Cretaceous,Aptian,115.15,0.707201,0.707194,0.707208,7,-36,
,,Cretaceous,Early Cretaceous,Aptian,115.20,0.707203,0.707196,0.707210,7,-37,
,,Cretaceous,Early Cretaceous,Aptian,115.25,0.707205,0.707199,0.707211,6,-38,
,,Cretaceous,Early Cretaceous,Aptian,115.30,0.707207,0.707200,0.707213,6,-39,
,,Cretaceous,Early Cretaceous,Aptian,115.35,0.707209,0.707202,0.707215,7,-40,
,,Cretaceous,Early Cretaceous,Aptian,115.40,0.707211,0.707204,0.707218,7,-40,
,,Cretaceous,Early Cretaceous,Aptian,115.45,0.707213,0.707206,0.707220,7,-41,
,,Cretaceous,Early Cretaceous,Aptian,115.50,0.707215,0.707208,0.707222,7,-41,
,,Cretaceous,Early Cretaceous,Aptian,115.55,0.707217,0.707210,0.707224,7,-41,
,,Cretaceous,Early Cretaceous,Aptian,115.60,0.707219,0.707212,0.707226,7,-42,
,,Cretaceous,Early Cretaceous,Aptian,115.65,0.707221,0.707214,0.707229,7,-42,
,,Cretaceous,Early Cretaceous,Aptian,115.70,0.707223,0.707216,0.707231,7,-42,
,,Cretaceous,Early Cretaceous,Aptian,115.75,0.707225,0.707218,0.707233,7,-42,
,,Cretaceous,Early Cretaceous,Aptian,115.80,0.707228,0.707220,0.707235,7,-42,
,,Cretaceous,Early Cretaceous,Aptian,115.85,0.707230,0.707222,0.707237,7,-42,
,,Cretaceous,Early Cretaceous,Aptian,115.90,0.707232,0.707224,0.707239,7,-41,
,,Cretaceous,Early Cretaceous,Aptian,115.95,0.707234,0.707226,0.707241,7,-41,
,,Cretaceous,Early Cretaceous,Aptian,116.00,0.707236,0.707228,0.707243,7,-41,
,,Cretaceous,Early Cretaceous,Aptian,116.05,0.707238,0.707230,0.707245,8,-41,
,,Cretaceous,Early Cretaceous,Aptian,116.10,0.707240,0.707232,0.707247,8,-40,
,,Cretaceous,Early Cretaceous,Aptian,116.15,0.707242,0.707234,0.707250,8,-40,
,,Cretaceous,Early Cretaceous,Aptian,116.20,0.707244,0.707236,0.707252,8,-40,
,,Cretaceous,Early Cretaceous,Aptian,116.25,0.707246,0.707238,0.707254,8,-39,
,,Cretaceous,Early Cretaceous,Aptian,116.30,0.707248,0.707240,0.707255,8,-39,
,,Cretaceous,Early Cretaceous,Aptian,116.35,0.707250,0.707242,0.707257,8,-39,
,,Cretaceous,Early Cretaceous,Aptian,116.40,0.707252,0.707244,0.707259,8,-38,
,,Cretaceous,Early Cretaceous,Aptian,116.45,0.707254,0.707246,0.707261,8,-38,
,,Cretaceous,Early Cretaceous,Aptian,116.50,0.707255,0.707248,0.707263,8,-37,
,,Cretaceous,Early Cretaceous,Aptian,116.55,0.707257,0.707250,0.707265,8,-37,
,,Cretaceous,Early Cretaceous,Aptian,116.60,0.707259,0.707252,0.707267,8,-36,
,,Cretaceous,Early Cretaceous,Aptian,116.65,0.707261,0.707253,0.707268,8,-36,
,,Cretaceous,Early Cretaceous,Aptian,116.70,0.707263,0.707255,0.707270,7,-35,
,,Cretaceous,Early Cretaceous,Aptian,116.75,0.707264,0.707257,0.707272,7,-35,
,,Cretaceous,Early Cretaceous,Aptian,116.80,0.707266,0.707259,0.707273,7,-35,
,,Cretaceous,Early Cretaceous,Aptian,116.85,0.707268,0.707261,0.707275,7,-34,
,,Cretaceous,Early Cretaceous,Aptian,116.90,0.707269,0.707262,0.707277,7,-34,
,,Cretaceous,Early Cretaceous,Aptian,116.95,0.707271,0.707264,0.707278,7,-33,
,,Cretaceous,Early Cretaceous,Aptian,117.00,0.707273,0.707266,0.707280,7,-33,
,,Cretaceous,Early Cretaceous,Aptian,117.05,0.707274,0.707267,0.707281,7,-33,
,,Cretaceous,Early Cretaceous,Aptian,117.10,0.707276,0.707269,0.707283,7,-32,
,,Cretaceous,Early Cretaceous,Aptian,117.15,0.707278,0.707271,0.707285,7,-32,
,,Cretaceous,Early Cretaceous,Aptian,117.20,0.707279,0.707272,0.707286,7,-32,
,,Cretaceous,Early Cretaceous,Aptian,117.25,0.707281,0.707274,0.707288,7,-32,
,,Cretaceous,Early Cretaceous,Aptian,117.30,0.707282,0.707275,0.707289,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.35,0.707284,0.707277,0.707291,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.40,0.707285,0.707279,0.707292,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.45,0.707287,0.707280,0.707294,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.50,0.707289,0.707282,0.707296,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.55,0.707290,0.707283,0.707297,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.60,0.707292,0.707285,0.707299,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.65,0.707293,0.707286,0.707300,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.70,0.707295,0.707287,0.707302,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.75,0.707296,0.707289,0.707304,7,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.80,0.707298,0.707290,0.707305,8,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.85,0.707299,0.707292,0.707307,8,-31,
,,Cretaceous,Early Cretaceous,Aptian,117.90,0.707301,0.707293,0.707309,8,-32,
,,Cretaceous,Early Cretaceous,Aptian,117.95,0.707303,0.707294,0.707311,8,-32,
,,Cretaceous,Early Cretaceous,Aptian,118.00,0.707304,0.707296,0.707313,8,-32,
,,Cretaceous,Early Cretaceous,Aptian,118.05,0.707306,0.707297,0.707314,9,-32,
,,Cretaceous,Early Cretaceous,Aptian,118.10,0.707307,0.707298,0.707316,9,-33,
,,Cretaceous,Early Cretaceous,Aptian,118.15,0.707309,0.707300,0.707318,9,-33,
,,Cretaceous,Early Cretaceous,Aptian,118.20,0.707311,0.707301,0.707320,10,-33,
,,Cretaceous,Early Cretaceous,Aptian,118.25,0.707312,0.707302,0.707322,10,-34,
,,Cretaceous,Early Cretaceous,Aptian,118.30,0.707314,0.707304,0.707324,10,-34,
,,Cretaceous,Early Cretaceous,Aptian,118.35,0.707316,0.707305,0.707326,11,-35,
,,Cretaceous,Early Cretaceous,Aptian,118.40,0.707318,0.707307,0.707329,11,-35,
,,Cretaceous,Early Cretaceous,Aptian,118.45,0.707319,0.707308,0.707331,11,-36,
,,Cretaceous,Early Cretaceous,Aptian,118.50,0.707321,0.707309,0.707333,12,-36,
,,Cretaceous,Early Cretaceous,Aptian,118.55,0.707323,0.707311,0.707335,12,-37,
,,Cretaceous,Early Cretaceous,Aptian,118.60,0.707325,0.707313,0.707337,12,-37,
,,Cretaceous,Early Cretaceous,Aptian,118.65,0.707327,0.707315,0.707339,12,-38,
,,Cretaceous,Early Cretaceous,Aptian,118.70,0.707329,0.707317,0.707340,12,-39,
,,Cretaceous,Early Cretaceous,Aptian,118.75,0.707331,0.707319,0.707342,12,-39,
,,Cretaceous,Early Cretaceous,Aptian,118.80,0.707333,0.707321,0.707344,11,-40,
,,Cretaceous,Early Cretaceous,Aptian,118.85,0.707335,0.707324,0.707346,11,-41,
,,Cretaceous,Early Cretaceous,Aptian,118.90,0.707337,0.707326,0.707348,11,-41,
,,Cretaceous,Early Cretaceous,Aptian,118.95,0.707339,0.707328,0.707349,11,-42,
,,Cretaceous,Early Cretaceous,Aptian,119.00,0.707341,0.707330,0.707351,11,-43,
,,Cretaceous,Early Cretaceous,Aptian,119.05,0.707343,0.707333,0.707353,10,-43,
,,Cretaceous,Early Cretaceous,Aptian,119.10,0.707345,0.707335,0.707356,10,-44,
,,Cretaceous,Early Cretaceous,Aptian,119.15,0.707348,0.707337,0.707358,10,-45,
,,Cretaceous,Early Cretaceous,Aptian,119.20,0.707350,0.707340,0.707360,10,-45,
,,Cretaceous,Early Cretaceous,Aptian,119.25,0.707352,0.707342,0.707362,10,-46,
,,Cretaceous,Early Cretaceous,Aptian,119.30,0.707354,0.707345,0.707364,10,-46,
,,Cretaceous,Early Cretaceous,Aptian,119.35,0.707357,0.707347,0.707366,9,-47,
,,Cretaceous,Early Cretaceous,Aptian,119.40,0.707359,0.707350,0.707369,9,-47,
,,Cretaceous,Early Cretaceous,Aptian,119.45,0.707362,0.707352,0.707371,9,-47,
,,Cretaceous,Early Cretaceous,Aptian,119.50,0.707364,0.707355,0.707373,9,-47,
,,Cretaceous,Early Cretaceous,Aptian,119.55,0.707366,0.707357,0.707375,9,-46,
,,Cretaceous,Early Cretaceous,Aptian,119.60,0.707369,0.707360,0.707377,9,-46,
,,Cretaceous,Early Cretaceous,Aptian,119.65,0.707371,0.707362,0.707379,8,-45,
,,Cretaceous,Early Cretaceous,Aptian,119.70,0.707373,0.707365,0.707381,8,-45,
,,Cretaceous,Early Cretaceous,Aptian,119.75,0.707375,0.707367,0.707383,8,-44,
,,Cretaceous,Early Cretaceous,Aptian,119.80,0.707377,0.707370,0.707385,8,-44,
,,Cretaceous,Early Cretaceous,Aptian,119.85,0.707380,0.707372,0.707387,8,-44,
,,Cretaceous,Early Cretaceous,Aptian,119.90,0.707382,0.707374,0.707389,7,-43,
,,Cretaceous,Early Cretaceous,Aptian,119.95,0.707384,0.707377,0.707391,7,-43,
,,Cretaceous,Early Cretaceous,Aptian,120.00,0.707386,0.707379,0.707393,7,-42,
,,Cretaceous,Early Cretaceous,Aptian,120.05,0.707388,0.707381,0.707395,7,-42,
,,Cretaceous,Early Cretaceous,Aptian,120.10,0.707390,0.707384,0.707397,7,-41,
,,Cretaceous,Early Cretaceous,Aptian,120.15,0.707392,0.707386,0.707399,6,-41,
,,Cretaceous,Early Cretaceous,Aptian,120.20,0.707394,0.707388,0.707400,6,-40,
,,Cretaceous,Early Cretaceous,Aptian,120.25,0.707396,0.707390,0.707402,6,-40,
,,Cretaceous,Early Cretaceous,Aptian,120.30,0.707398,0.707393,0.707404,6,-39,
,,Cretaceous,Early Cretaceous,Aptian,120.35,0.707400,0.707395,0.707406,5,-39,
,,Cretaceous,Early Cretaceous,Aptian,120.40,0.707402,0.707397,0.707407,5,-39,
,,Cretaceous,Early Cretaceous,Aptian,120.45,0.707404,0.707399,0.707409,5,-38,
,,Cretaceous,Early Cretaceous,Aptian,120.50,0.707406,0.707401,0.707411,5,-38,
,,Cretaceous,Early Cretaceous,Aptian,120.55,0.707408,0.707403,0.707413,5,-37,
,,Cretaceous,Early Cretaceous,Aptian,120.60,0.707410,0.707405,0.707414,5,-37,
,,Cretaceous,Early Cretaceous,Aptian,120.65,0.707411,0.707407,0.707416,4,-36,
,,Cretaceous,Early Cretaceous,Aptian,120.70,0.707413,0.707409,0.707418,4,-36,
,,Cretaceous,Early Cretaceous,Aptian,120.75,0.707415,0.707411,0.707419,4,-35,
,,Cretaceous,Early Cretaceous,Aptian,120.80,0.707417,0.707413,0.707421,4,-35,
,,Cretaceous,Early Cretaceous,Aptian,120.85,0.707418,0.707415,0.707422,4,-34,
,,Cretaceous,Early Cretaceous,Aptian,120.90,0.707420,0.707416,0.707424,4,-34,
,,Cretaceous,Early Cretaceous,Aptian,120.95,0.707422,0.707418,0.707426,4,-34,
,,Cretaceous,Early Cretaceous,Aptian,121.00,0.707423,0.707420,0.707427,4,-33,
,,Cretaceous,Early Cretaceous,Aptian,121.05,0.707425,0.707422,0.707429,3,-33,
,,Cretaceous,Early Cretaceous,Aptian,121.10,0.707427,0.707423,0.707430,3,-32,
,,Cretaceous,Early Cretaceous,Aptian,121.15,0.707428,0.707425,0.707432,3,-32,
,,Cretaceous,Early Cretaceous,Aptian,121.20,0.707430,0.707426,0.707433,3,-31,
,,Cretaceous,Early Cretaceous,Aptian,121.25,0.707431,0.707428,0.707435,3,-31,
,,Cretaceous,Early Cretaceous,Aptian,121.30,0.707433,0.707430,0.707436,3,-30,
,,Cretaceous,Early Cretaceous,Aptian,121.35,0.707434,0.707431,0.707438,3,-30,
,,Cretaceous,Early Cretaceous,Aptian,121.40,0.707436,0.707432,0.707439,3,-29,
,,Cretaceous,Early Cretaceous,Barremian,121.45,0.707437,0.707434,0.707441,3,-29,
,,Cretaceous,Early Cretaceous,Barremian,121.50,0.707439,0.707435,0.707442,3,-29,
,,Cretaceous,Early Cretaceous,Barremian,121.55,0.707440,0.707437,0.707444,3,-28,
,,Cretaceous,Early Cretaceous,Barremian,121.60,0.707442,0.707438,0.707445,4,-28,
,,Cretaceous,Early Cretaceous,Barremian,121.65,0.707443,0.707439,0.707446,3,-27,
,,Cretaceous,Early Cretaceous,Barremian,121.70,0.707444,0.707441,0.707448,3,-27,
,,Cretaceous,Early Cretaceous,Barremian,121.75,0.707446,0.707442,0.707449,4,-26,
,,Cretaceous,Early Cretaceous,Barremian,121.80,0.707447,0.707443,0.707450,3,-26,
,,Cretaceous,Early Cretaceous,Barremian,121.85,0.707448,0.707445,0.707452,4,-25,
,,Cretaceous,Early Cretaceous,Barremian,121.90,0.707449,0.707446,0.707453,3,-25,
,,Cretaceous,Early Cretaceous,Barremian,121.95,0.707451,0.707447,0.707454,4,-24,
,,Cretaceous,Early Cretaceous,Barremian,122.00,0.707452,0.707448,0.707455,4,-24,
,,Cretaceous,Early Cretaceous,Barremian,122.05,0.707453,0.707449,0.707457,4,-24,
,,Cretaceous,Early Cretaceous,Barremian,122.10,0.707454,0.707451,0.707458,4,-23,
,,Cretaceous,Early Cretaceous,Barremian,122.15,0.707455,0.707452,0.707459,4,-23,
,,Cretaceous,Early Cretaceous,Barremian,122.20,0.707456,0.707453,0.707460,4,-22,
,,Cretaceous,Early Cretaceous,Barremian,122.25,0.707457,0.707454,0.707461,4,-22,
,,Cretaceous,Early Cretaceous,Barremian,122.30,0.707458,0.707455,0.707462,4,-21,
,,Cretaceous,Early Cretaceous,Barremian,122.35,0.707460,0.707456,0.707463,4,-21,
,,Cretaceous,Early Cretaceous,Barremian,122.40,0.707461,0.707457,0.707464,4,-21,
,,Cretaceous,Early Cretaceous,Barremian,122.45,0.707462,0.707458,0.707465,4,-20,
,,Cretaceous,Early Cretaceous,Barremian,122.50,0.707463,0.707459,0.707466,4,-20,
,,Cretaceous,Early Cretaceous,Barremian,122.55,0.707464,0.707460,0.707467,4,-20,
,,Cretaceous,Early Cretaceous,Barremian,122.60,0.707465,0.707461,0.707468,4,-19,
,,Cretaceous,Early Cretaceous,Barremian,122.65,0.707466,0.707462,0.707469,4,-19,
,,Cretaceous,Early Cretaceous,Barremian,122.70,0.707466,0.707463,0.707470,4,-19,
,,Cretaceous,Early Cretaceous,Barremian,122.75,0.707467,0.707464,0.707471,4,-19,
,,Cretaceous,Early Cretaceous,Barremian,122.80,0.707468,0.707465,0.707472,4,-18,
,,Cretaceous,Early Cretaceous,Barremian,122.85,0.707469,0.707466,0.707473,4,-18,
,,Cretaceous,Early Cretaceous,Barremian,122.90,0.707470,0.707466,0.707474,4,-17,
,,Cretaceous,Early Cretaceous,Barremian,122.95,0.707471,0.707467,0.707475,4,-17,
,,Cretaceous,Early Cretaceous,Barremian,123.00,0.707472,0.707468,0.707476,4,-16,
,,Cretaceous,Early Cretaceous,Barremian,123.05,0.707472,0.707469,0.707476,4,-16,
,,Cretaceous,Early Cretaceous,Barremian,123.10,0.707473,0.707469,0.707477,4,-15,
,,Cretaceous,Early Cretaceous,Barremian,123.15,0.707474,0.707470,0.707478,4,-15,
,,Cretaceous,Early Cretaceous,Barremian,123.20,0.707475,0.707471,0.707478,4,-14,
,,Cretaceous,Early Cretaceous,Barremian,123.25,0.707475,0.707472,0.707479,4,-14,
,,Cretaceous,Early Cretaceous,Barremian,123.30,0.707476,0.707472,0.707480,4,-13,
,,Cretaceous,Early Cretaceous,Barremian,123.35,0.707477,0.707473,0.707481,4,-13,
,,Cretaceous,Early Cretaceous,Barremian,123.40,0.707477,0.707473,0.707481,4,-12,
,,Cretaceous,Early Cretaceous,Barremian,123.45,0.707478,0.707474,0.707482,4,-12,
,,Cretaceous,Early Cretaceous,Barremian,123.50,0.707478,0.707475,0.707482,4,-11,
,,Cretaceous,Early Cretaceous,Barremian,123.55,0.707479,0.707475,0.707483,4,-11,
,,Cretaceous,Early Cretaceous,Barremian,123.60,0.707479,0.707476,0.707483,4,-10,
,,Cretaceous,Early Cretaceous,Barremian,123.65,0.707480,0.707476,0.707484,4,-10,
,,Cretaceous,Early Cretaceous,Barremian,123.70,0.707480,0.707477,0.707484,4,-9,
,,Cretaceous,Early Cretaceous,Barremian,123.75,0.707481,0.707477,0.707485,4,-9,
,,Cretaceous,Early Cretaceous,Barremian,123.80,0.707481,0.707478,0.707485,4,-8,
,,Cretaceous,Early Cretaceous,Barremian,123.85,0.707482,0.707478,0.707485,3,-8,
,,Cretaceous,Early Cretaceous,Barremian,123.90,0.707482,0.707479,0.707485,3,-7,
,,Cretaceous,Early Cretaceous,Barremian,123.95,0.707482,0.707479,0.707486,3,-7,
,,Cretaceous,Early Cretaceous,Barremian,124.00,0.707483,0.707479,0.707486,3,-6,
,,Cretaceous,Early Cretaceous,Barremian,124.05,0.707483,0.707480,0.707486,3,-6,
,,Cretaceous,Early Cretaceous,Barremian,124.10,0.707483,0.707480,0.707486,3,-5,
,,Cretaceous,Early Cretaceous,Barremian,124.15,0.707483,0.707480,0.707487,3,-5,
,,Cretaceous,Early Cretaceous,Barremian,124.20,0.707484,0.707481,0.707487,3,-5,
,,Cretaceous,Early Cretaceous,Barremian,124.25,0.707484,0.707481,0.707487,3,-4,
,,Cretaceous,Early Cretaceous,Barremian,124.30,0.707484,0.707481,0.707487,3,-4,
,,Cretaceous,Early Cretaceous,Barremian,124.35,0.707484,0.707481,0.707487,3,-3,
