,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,PERIOD,EPOCH,AGE / STAGE,Age (Ma),87Sr/86Sr mean,87Sr/8Sr min,87sr/86Sr max,Half-width interval,rate of change,extrapolated
,,Devonian ,Early Devonian,Lochkovian,415.25,0.708561,0.708513,0.708609,48,-59,
,,Devonian ,Early Devonian,Lochkovian,415.30,0.708564,0.708516,0.708612,48,-58,
,,Devonian ,Early Devonian,Lochkovian,415.35,0.708567,0.708519,0.708615,48,-58,
,,Devonian ,Early Devonian,Lochkovian,415.40,0.708570,0.708522,0.708617,47,-57,
,,Devonian ,Early Devonian,Lochkovian,415.45,0.708573,0.708526,0.708620,47,-56,
,,Devonian ,Early Devonian,Lochkovian,415.50,0.708575,0.708529,0.708622,47,-56,
,,Devonian ,Early Devonian,Lochkovian,415.55,0.708578,0.708532,0.708624,46,-55,
,,Devonian ,Early Devonian,Lochkovian,415.60,0.708581,0.708535,0.708627,46,-54,
,,Devonian ,Early Devonian,Lochkovian,415.65,0.708583,0.708538,0.708629,45,-53,
,,Devonian ,Early Devonian,Lochkovian,415.70,0.708586,0.708541,0.708631,45,-53,
,,Devonian ,Early Devonian,Lochkovian,415.75,0.708589,0.708544,0.708633,45,-52,
,,Devonian ,Early Devonian,Lochkovian,415.80,0.708591,0.708547,0.708635,44,-52,
,,Devonian ,Early Devonian,Lochkovian,415.85,0.708594,0.708550,0.708637,44,-51,
,,Devonian ,Early Devonian,Lochkovian,415.90,0.708596,0.708553,0.708639,43,-51,
,,Devonian ,Early Devonian,Lochkovian,415.95,0.708599,0.708556,0.708641,43,-51,
,,Devonian ,Early Devonian,Lochkovian,416.00,0.708601,0.708559,0.708643,42,-50,
,,Devonian ,Early Devonian,Lochkovian,416.05,0.708604,0.708562,0.708645,42,-50,
,,Devonian ,Early Devonian,Lochkovian,416.10,0.708606,0.708565,0.708647,41,-49,
,,Devonian ,Early Devonian,Lochkovian,416.15,0.708609,0.708568,0.708649,40,-48,
,,Devonian ,Early Devonian,Lochkovian,416.20,0.708611,0.708571,0.708651,40,-47,
,,Devonian ,Early Devonian,Lochkovian,416.25,0.708613,0.708574,0.708653,39,-47,
,,Devonian ,Early Devonian,Lochkovian,416.30,0.708616,0.708577,0.708654,39,-46,
,,Devonian ,Early Devonian,Lochkovian,416.35,0.708618,0.708580,0.708656,38,-45,
,,Devonian ,Early Devonian,Lochkovian,416.40,0.708620,0.708583,0.708658,37,-45,
,,Devonian ,Early Devonian,Lochkovian,416.45,0.708622,0.708585,0.708659,37,-44,
,,Devonian ,Early Devonian,Lochkovian,416.50,0.708624,0.708588,0.708661,36,-43,
,,Devonian ,Early Devonian,Lochkovian,416.55,0.708627,0.708591,0.708662,36,-43,
,,Devonian ,Early Devonian,Lochkovian,416.60,0.708629,0.708594,0.708664,35,-42,
,,Devonian ,Early Devonian,Lochkovian,416.65,0.708631,0.708596,0.708665,34,-41,
,,Devonian ,Early Devonian,Lochkovian,416.70,0.708633,0.708599,0.708667,34,-41,
,,Devonian ,Early Devonian,Lochkovian,416.75,0.708635,0.708602,0.708668,33,-40,
,,Devonian ,Early Devonian,Lochkovian,416.80,0.708637,0.708604,0.708670,33,-39,
,,Devonian ,Early Devonian,Lochkovian,416.85,0.708639,0.708607,0.708671,32,-39,
,,Devonian ,Early Devonian,Lochkovian,416.90,0.708641,0.708609,0.708672,31,-38,
,,Devonian ,Early Devonian,Lochkovian,416.95,0.708643,0.708612,0.708673,31,-38,
,,Devonian ,Early Devonian,Lochkovian,417.00,0.708644,0.708614,0.708675,30,-37,
,,Devonian ,Early Devonian,Lochkovian,417.05,0.708646,0.708616,0.708676,30,-37,
,,Devonian ,Early Devonian,Lochkovian,417.10,0.708648,0.708619,0.708677,29,-36,
,,Devonian ,Early Devonian,Lochkovian,417.15,0.708650,0.708621,0.708679,29,-36,
,,Devonian ,Early Devonian,Lochkovian,417.20,0.708652,0.708624,0.708680,28,-35,
,,Devonian ,Early Devonian,Lochkovian,417.25,0.708653,0.708626,0.708681,28,-34,
,,Devonian ,Early Devonian,Lochkovian,417.30,0.708655,0.708628,0.708682,27,-34,
,,Devonian ,Early Devonian,Lochkovian,417.35,0.708657,0.708630,0.708683,27,-33,
,,Devonian ,Early Devonian,Lochkovian,417.40,0.708658,0.708632,0.708684,26,-32,
,,Devonian ,Early Devonian,Lochkovian,417.45,0.708660,0.708634,0.708686,26,-31,
,,Devonian ,Early Devonian,Lochkovian,417.50,0.708661,0.708636,0.708687,25,-30,
,,Devonian ,Early Devonian,Lochkovian,417.55,0.708663,0.708638,0.708688,25,-29,
,,Devonian ,Early Devonian,Lochkovian,417.60,0.708664,0.708640,0.708689,24,-29,
,,Devonian ,Early Devonian,Lochkovian,417.65,0.708666,0.708642,0.708690,24,-28,
,,Devonian ,Early Devonian,Lochkovian,417.70,0.708667,0.708643,0.708691,24,-27,
,,Devonian ,Early Devonian,Lochkovian,417.75,0.708668,0.708645,0.708691,23,-26,
,,Devonian ,Early Devonian,Lochkovian,417.80,0.708670,0.708647,0.708692,23,-26,
,,Devonian ,Early Devonian,Lochkovian,417.85,0.708671,0.708648,0.708693,22,-26,
,,Devonian ,Early Devonian,Lochkovian,417.90,0.708672,0.708650,0.708694,22,-25,
,,Devonian ,Early Devonian,Lochkovian,417.95,0.708673,0.708652,0.708695,22,-25,
,,Devonian ,Early Devonian,Lochkovian,418.00,0.708674,0.708653,0.708696,21,-25,
,,Devonian ,Early Devonian,Lochkovian,418.05,0.708676,0.708655,0.708697,21,-25,
,,Devonian ,Early Devonian,Lochkovian,418.10,0.708677,0.708656,0.708698,21,-25,
,,Devonian ,Early Devonian,Lochkovian,418.15,0.708678,0.708658,0.708699,20,-24,
,,Devonian ,Early Devonian,Lochkovian,418.20,0.708680,0.708660,0.708700,20,-24,
,,Devonian ,Early Devonian,Lochkovian,418.25,0.708681,0.708661,0.708701,20,-23,
,,Devonian ,Early Devonian,Lochkovian,418.30,0.708682,0.708663,0.708701,19,-22,
,,Devonian ,Early Devonian,Lochkovian,418.35,0.708683,0.708664,0.708702,19,-21,
,,Devonian ,Early Devonian,Lochkovian,418.40,0.708684,0.708665,0.708703,19,-20,
,,Devonian ,Early Devonian,Lochkovian,418.45,0.708685,0.708666,0.708703,18,-20,
,,Devonian ,Early Devonian,Lochkovian,418.50,0.708686,0.708667,0.708704,18,-19,
,,Devonian ,Early Devonian,Lochkovian,418.55,0.708687,0.708669,0.708704,18,-19,
,,Devonian ,Early Devonian,Lochkovian,418.60,0.708687,0.708670,0.708705,18,-18,
,,Devonian ,Early Devonian,Lochkovian,418.65,0.708688,0.708671,0.708706,17,-18,
,,Devonian ,Early Devonian,Lochkovian,418.70,0.708689,0.708672,0.708706,17,-17,
,,Devonian ,Early Devonian,Lochkovian,418.75,0.708690,0.708674,0.708707,17,-16,
,,Devonian ,Early Devonian,Lochkovian,418.80,0.708691,0.708675,0.708707,16,-16,
,,Devonian ,Early Devonian,Lochkovian,418.85,0.708692,0.708676,0.708708,16,-15,
,,Devonian ,Early Devonian,Lochkovian,418.90,0.708692,0.708677,0.708708,16,-14,
,,Devonian ,Early Devonian,Lochkovian,418.95,0.708693,0.708678,0.708708,15,-13,
,,Devonian ,Early Devonian,"Lochkovian, base = 419.0",419.00,0.708694,0.708679,0.708708,15,-12,
,,Silurian ,Pridoli,Unnamed,419.05,0.708694,0.708680,0.708709,15,-12,
,,Silurian ,Pridoli,Unnamed,419.10,0.708695,0.708680,0.708709,14,-12,
,,Silurian ,Pridoli,Unnamed,419.15,0.708695,0.708681,0.708709,14,-12,
,,Silurian ,Pridoli,Unnamed,419.20,0.708696,0.708682,0.708709,13,-11,
,,Silurian ,Pridoli,Unnamed,419.25,0.708697,0.708683,0.708710,13,-11,
,,Silurian ,Pridoli,Unnamed,419.30,0.708697,0.708684,0.708710,13,-10,
,,Silurian ,Pridoli,Unnamed,419.35,0.708698,0.708685,0.708710,13,-10,
,,Silurian ,Pridoli,Unnamed,419.40,0.708698,0.708686,0.708710,12,-10,
,,Silurian ,Pridoli,Unnamed,419.45,0.708698,0.708686,0.708710,12,-9,
,,Silurian ,Pridoli,Unnamed,419.50,0.708698,0.708686,0.708710,12,-9,
,,Silurian ,Pridoli,Unnamed,419.55,0.708699,0.708688,0.708711,12,-8,
,,Silurian ,Pridoli,Unnamed,419.60,0.708700,0.708688,0.708712,12,-8,
,,Silurian ,Pridoli,Unnamed,419.65,0.708700,0.708688,0.708712,12,-7,
,,Silurian ,Pridoli,Unnamed,419.70,0.708700,0.708688,0.708713,12,-8,
,,Silurian ,Pridoli,Unnamed,419.75,0.708701,0.708688,0.708713,13,-8,
,,Silurian ,Pridoli,Unnamed,419.80,0.708701,0.708688,0.708714,13,-8,
,,Silurian ,Pridoli,Unnamed,419.85,0.708702,0.708689,0.708714,13,-7,
,,Silurian ,Pridoli,Unnamed,419.90,0.708702,0.708689,0.708715,13,-7,
,,Silurian ,Pridoli,Unnamed,419.95,0.708702,0.708689,0.708715,13,-7,
,,Silurian ,Pridoli,Unnamed,420.00,0.708703,0.708689,0.708716,13,-7,
,,Silurian ,Pridoli,Unnamed,420.05,0.708703,0.708690,0.708716,13,-6,
,,Silurian ,Pridoli,Unnamed,420.10,0.708703,0.708690,0.708717,13,-6,
,,Silurian ,Pridoli,Unnamed,420.15,0.708703,0.708690,0.708717,13,-6,
,,Silurian ,Pridoli,Unnamed,420.20,0.708704,0.708690,0.708717,13,-6,
,,Silurian ,Pridoli,Unnamed,420.25,0.708704,0.708691,0.708717,13,-6,
,,Silurian ,Pridoli,Unnamed,420.30,0.708704,0.708691,0.708718,14,-6,
,,Silurian ,Pridoli,Unnamed,420.35,0.708705,0.708691,0.708718,14,-5,
,,Silurian ,Pridoli,Unnamed,420.40,0.708705,0.708691,0.708718,14,-5,
,,Silurian ,Pridoli,Unnamed,420.45,0.708705,0.708692,0.708719,14,-5,
,,Silurian ,Pridoli,Unnamed,420.50,0.708705,0.708692,0.708719,14,-5,
,,Silurian ,Pridoli,Unnamed,420.55,0.708706,0.708692,0.708719,14,-5,
,,Silurian ,Pridoli,Unnamed,420.60,0.708706,0.708692,0.708719,14,-5,
,,Silurian ,Pridoli,Unnamed,420.65,0.708706,0.708692,0.708720,14,-5,
,,Silurian ,Pridoli,Unnamed,420.70,0.708706,0.708693,0.708720,13,-5,
,,Silurian ,Pridoli,Unnamed,420.75,0.708707,0.708693,0.708720,13,-5,
,,Silurian ,Pridoli,Unnamed,420.80,0.708707,0.708693,0.708720,13,-5,
,,Silurian ,Pridoli,Unnamed,420.85,0.708707,0.708694,0.708720,13,-5,
,,Silurian ,Pridoli,Unnamed,420.90,0.708707,0.708694,0.708721,13,-4,
,,Silurian ,Pridoli,Unnamed,420.95,0.708707,0.708694,0.708721,13,-4,
,,Silurian ,Pridoli,Unnamed,421.00,0.708708,0.708694,0.708721,13,-4,
,,Silurian ,Pridoli,Unnamed,421.05,0.708708,0.708695,0.708721,13,-4,
,,Silurian ,Pridoli,Unnamed,421.10,0.708708,0.708695,0.708721,13,-4,
,,Silurian ,Pridoli,Unnamed,421.15,0.708708,0.708695,0.708721,13,-4,
,,Silurian ,Pridoli,Unnamed,421.20,0.708709,0.708696,0.708722,13,-4,
,,Silurian ,Pridoli,Unnamed,421.25,0.708709,0.708696,0.708722,13,-4,
,,Silurian ,Pridoli,Unnamed,421.30,0.708709,0.708696,0.708722,13,-4,
,,Silurian ,Pridoli,Unnamed,421.35,0.708709,0.708696,0.708722,13,-4,
,,Silurian ,Pridoli,Unnamed,421.40,0.708709,0.708697,0.708722,13,-4,
,,Silurian ,Pridoli,Unnamed,421.45,0.708710,0.708697,0.708722,13,-4,
,,Silurian ,Pridoli,Unnamed,421.50,0.708710,0.708697,0.708723,13,-5,
,,Silurian ,Pridoli,Unnamed,421.55,0.708710,0.708697,0.708723,13,-5,
,,Silurian ,Pridoli,Unnamed,421.60,0.708710,0.708698,0.708723,13,-5,
,,Silurian ,Pridoli,Unnamed,421.65,0.708711,0.708698,0.708723,13,-5,
,,Silurian ,Pridoli,Unnamed,421.70,0.708711,0.708698,0.708723,13,-5,
,,Silurian ,Pridoli,Unnamed,421.75,0.708711,0.708698,0.708724,13,-5,
,,Silurian ,Pridoli,Unnamed,421.80,0.708711,0.708699,0.708724,13,-5,
,,Silurian ,Pridoli,Unnamed,421.85,0.708712,0.708699,0.708724,13,-5,
,,Silurian ,Pridoli,Unnamed,421.90,0.708712,0.708699,0.708724,13,-5,
,,Silurian ,Pridoli,Unnamed,421.95,0.708712,0.708700,0.708725,13,-5,
,,Silurian ,Pridoli,Unnamed,422.00,0.708712,0.708700,0.708725,12,-6,
,,Silurian ,Pridoli,Unnamed,422.05,0.708713,0.708700,0.708725,12,-6,
,,Silurian ,Pridoli,Unnamed,422.10,0.708713,0.708701,0.708725,12,-6,
,,Silurian ,Pridoli,Unnamed,422.15,0.708713,0.708701,0.708725,12,-6,
,,Silurian ,Pridoli,Unnamed,422.20,0.708714,0.708702,0.708726,12,-6,
,,Silurian ,Pridoli,Unnamed,422.25,0.708714,0.708702,0.708726,12,-6,
,,Silurian ,Pridoli,Unnamed,422.30,0.708714,0.708702,0.708726,12,-7,
,,Silurian ,Pridoli,Unnamed,422.35,0.708715,0.708703,0.708726,12,-7,
,,Silurian ,Pridoli,Unnamed,422.40,0.708715,0.708703,0.708726,12,-7,
,,Silurian ,Pridoli,Unnamed,422.45,0.708715,0.708704,0.708727,11,-7,
,,Silurian ,Pridoli,Unnamed,422.50,0.708716,0.708704,0.708727,11,-8,
,,Silurian ,Pridoli,Unnamed,422.55,0.708716,0.708705,0.708727,11,-8,
,,Silurian ,Pridoli,Unnamed,422.60,0.708716,0.708705,0.708728,11,-8,
,,Silurian ,Pridoli,Unnamed,422.65,0.708717,0.708706,0.708728,11,-8,
,,Silurian ,Pridoli,Unnamed,422.70,0.708717,0.708706,0.708729,11,-9,
,,Silurian ,Pridoli,"Un-named, base = 422.73",422.75,0.708718,0.708706,0.708729,11,-9,
,,Silurian ,Ludlow,Ludfordian,422.80,0.708718,0.708707,0.708729,11,-9,
,,Silurian ,Ludlow,Ludfordian,422.85,0.708719,0.708707,0.708730,11,-9,
,,Silurian ,Ludlow,Ludfordian,422.90,0.708719,0.708708,0.708730,11,-9,
,,Silurian ,Ludlow,Ludfordian,422.95,0.708720,0.708708,0.708731,11,-9,
,,Silurian ,Ludlow,Ludfordian,423.00,0.708720,0.708709,0.708731,11,-8,
,,Silurian ,Ludlow,Ludfordian,423.05,0.708721,0.708709,0.708732,11,-7,
,,Silurian ,Ludlow,Ludfordian,423.10,0.708721,0.708710,0.708732,11,-6,
,,Silurian ,Ludlow,Ludfordian,423.15,0.708721,0.708711,0.708733,11,-5,
,,Silurian ,Ludlow,Ludfordian,423.20,0.708721,0.708710,0.708733,11,-4,
,,Silurian ,Ludlow,Ludfordian,423.25,0.708721,0.708711,0.708733,11,-3,
,,Silurian ,Ludlow,Ludfordian,423.30,0.708722,0.708711,0.708733,11,-1,
,,Silurian ,Ludlow,Ludfordian,423.35,0.708722,0.708711,0.708733,11,0,
,,Silurian ,Ludlow,Ludfordian,423.40,0.708721,0.708711,0.708733,11,2,
,,Silurian ,Ludlow,Ludfordian,423.45,0.708721,0.708710,0.708732,11,4,
,,Silurian ,Ludlow,Ludfordian,423.50,0.708721,0.708710,0.708732,11,5,
,,Silurian ,Ludlow,Ludfordian,423.55,0.708721,0.708710,0.708732,11,7,
,,Silurian ,Ludlow,Ludfordian,423.60,0.708720,0.708709,0.708731,11,8,
,,Silurian ,Ludlow,Ludfordian,423.65,0.708720,0.708709,0.708730,11,11,
,,Silurian ,Ludlow,Ludfordian,423.70,0.708719,0.708708,0.708730,11,14,
,,Silurian ,Ludlow,Ludfordian,423.75,0.708719,0.708708,0.708729,11,17,
,,Silurian ,Ludlow,Ludfordian,423.80,0.708718,0.708707,0.708729,11,21,
,,Silurian ,Ludlow,Ludfordian,423.85,0.708717,0.708706,0.708728,11,25,
,,Silurian ,Ludlow,Ludfordian,423.90,0.708715,0.708704,0.708726,11,30,
,,Silurian ,Ludlow,Ludfordian,423.95,0.708713,0.708702,0.708725,11,34,
,,Silurian ,Ludlow,Ludfordian,424.00,0.708711,0.708700,0.708723,11,39,
,,Silurian ,Ludlow,Ludfordian,424.05,0.708709,0.708698,0.708720,11,44,
,,Silurian ,Ludlow,Ludfordian,424.10,0.708706,0.708695,0.708718,11,48,
,,Silurian ,Ludlow,Ludfordian,424.15,0.708704,0.708693,0.708715,11,52,
,,Silurian ,Ludlow,Ludfordian,424.20,0.708701,0.708690,0.708712,11,53,
,,Silurian ,Ludlow,Ludfordian,424.25,0.708698,0.708687,0.708709,11,53,
,,Silurian ,Ludlow,Ludfordian,424.30,0.708695,0.708684,0.708705,11,51,
,,Silurian ,Ludlow,Ludfordian,424.35,0.708692,0.708681,0.708702,11,51,
,,Silurian ,Ludlow,Ludfordian,424.40,0.708689,0.708678,0.708700,11,50,
,,Silurian ,Ludlow,Ludfordian,424.45,0.708688,0.708677,0.708699,11,49,
,,Silurian ,Ludlow,Ludfordian,424.50,0.708686,0.708676,0.708696,10,48,
,,Silurian ,Ludlow,Ludfordian,424.55,0.708684,0.708674,0.708693,10,48,
,,Silurian ,Ludlow,Ludfordian,424.60,0.708681,0.708672,0.708691,10,48,
,,Silurian ,Ludlow,Ludfordian,424.65,0.708679,0.708669,0.708689,10,51,
,,Silurian ,Ludlow,Ludfordian,424.70,0.708676,0.708666,0.708686,10,54,
,,Silurian ,Ludlow,Ludfordian,424.75,0.708673,0.708663,0.708683,10,59,
,,Silurian ,Ludlow,Ludfordian,424.80,0.708670,0.708660,0.708680,10,63,
,,Silurian ,Ludlow,Ludfordian,424.85,0.708667,0.708657,0.708677,10,67,
,,Silurian ,Ludlow,Ludfordian,424.90,0.708663,0.708653,0.708673,10,71,
,,Silurian ,Ludlow,Ludfordian,424.95,0.708659,0.708649,0.708669,10,75,
,,Silurian ,Ludlow,"Ludfordian, base = 425.0",425.00,0.708655,0.708646,0.708665,10,79,
,,Silurian ,Ludlow,Gorstian,425.05,0.708651,0.708642,0.708661,10,83,
,,Silurian ,Ludlow,Gorstian,425.10,0.708647,0.708637,0.708657,10,87,
,,Silurian ,Ludlow,Gorstian,425.15,0.708642,0.708633,0.708652,10,91,
,,Silurian ,Ludlow,Gorstian,425.20,0.708638,0.708628,0.708647,10,95,
,,Silurian ,Ludlow,Gorstian,425.25,0.708633,0.708623,0.708642,10,99,
,,Silurian ,Ludlow,Gorstian,425.30,0.708627,0.708618,0.708637,10,103,
,,Silurian ,Ludlow,Gorstian,425.35,0.708622,0.708612,0.708632,10,107,
,,Silurian ,Ludlow,Gorstian,425.40,0.708617,0.708607,0.708626,10,111,
,,Silurian ,Ludlow,Gorstian,425.45,0.708611,0.708601,0.708621,10,115,
,,Silurian ,Ludlow,Gorstian,425.50,0.708605,0.708595,0.708615,10,119,
,,Silurian ,Ludlow,Gorstian,425.55,0.708599,0.708589,0.708609,10,122,
,,Silurian ,Ludlow,Gorstian,425.60,0.708592,0.708583,0.708602,10,125,
,,Silurian ,Ludlow,Gorstian,425.65,0.708586,0.708576,0.708596,10,127,
,,Silurian ,Ludlow,Gorstian,425.70,0.708579,0.708569,0.708589,10,128,
,,Silurian ,Ludlow,Gorstian,425.75,0.708572,0.708563,0.708582,10,128,
,,Silurian ,Ludlow,Gorstian,425.80,0.708566,0.708556,0.708576,10,128,
,,Silurian ,Ludlow,Gorstian,425.85,0.708559,0.708549,0.708570,10,127,
,,Silurian ,Ludlow,Gorstian,425.90,0.708553,0.708543,0.708563,10,125,
,,Silurian ,Ludlow,Gorstian,425.95,0.708547,0.708537,0.708557,10,122,
,,Silurian ,Ludlow,Gorstian,426.00,0.708541,0.708531,0.708551,10,120,
,,Silurian ,Ludlow,Gorstian,426.05,0.708535,0.708525,0.708545,10,117,
,,Silurian ,Ludlow,Gorstian,426.10,0.708529,0.708519,0.708539,10,114,
,,Silurian ,Ludlow,Gorstian,426.15,0.708524,0.708514,0.708534,10,111,
,,Silurian ,Ludlow,Gorstian,426.20,0.708518,0.708508,0.708528,10,107,
,,Silurian ,Ludlow,Gorstian,426.25,0.708513,0.708503,0.708523,10,104,
,,Silurian ,Ludlow,Gorstian,426.30,0.708508,0.708498,0.708518,10,100,
,,Silurian ,Ludlow,Gorstian,426.35,0.708503,0.708493,0.708514,10,96,
,,Silurian ,Ludlow,Gorstian,426.40,0.708499,0.708488,0.708509,10,91,
,,Silurian ,Ludlow,Gorstian,426.45,0.708494,0.708484,0.708505,10,86,
,,Silurian ,Ludlow,Gorstian,426.50,0.708490,0.708480,0.708501,10,81,
,,Silurian ,Ludlow,Gorstian,426.55,0.708486,0.708476,0.708497,10,76,
,,Silurian ,Ludlow,Gorstian,426.60,0.708483,0.708472,0.708493,10,70,
,,Silurian ,Ludlow,Gorstian,426.65,0.708480,0.708469,0.708490,11,65,
,,Silurian ,Ludlow,"Gorstian, base = 426.7",426.70,0.708477,0.708466,0.708487,11,60,
,,Silurian ,Wenlock,Homerian,426.75,0.708474,0.708463,0.708485,11,56,
,,Silurian ,Wenlock,Homerian,426.80,0.708472,0.708461,0.708483,11,52,
,,Silurian ,Wenlock,Homerian,426.85,0.708469,0.708458,0.708481,11,48,
,,Silurian ,Wenlock,Homerian,426.90,0.708467,0.708456,0.708479,12,44,
,,Silurian ,Wenlock,Homerian,426.95,0.708465,0.708453,0.708477,12,42,
,,Silurian ,Wenlock,Homerian,427.00,0.708463,0.708451,0.708475,12,39,
,,Silurian ,Wenlock,Homerian,427.05,0.708461,0.708449,0.708473,12,37,
,,Silurian ,Wenlock,Homerian,427.10,0.708460,0.708448,0.708472,12,35,
,,Silurian ,Wenlock,Homerian,427.15,0.708458,0.708446,0.708470,12,32,
,,Silurian ,Wenlock,Homerian,427.20,0.708456,0.708445,0.708468,12,30,
,,Silurian ,Wenlock,Homerian,427.25,0.708455,0.708444,0.708466,11,27,
,,Silurian ,Wenlock,Homerian,427.30,0.708454,0.708443,0.708465,11,25,
,,Silurian ,Wenlock,Homerian,427.35,0.708453,0.708442,0.708464,11,23,
,,Silurian ,Wenlock,Homerian,427.40,0.708452,0.708441,0.708462,10,21,
,,Silurian ,Wenlock,Homerian,427.45,0.708451,0.708440,0.708461,10,19,
,,Silurian ,Wenlock,Homerian,427.50,0.708450,0.708440,0.708460,10,17,
,,Silurian ,Wenlock,Homerian,427.55,0.708449,0.708439,0.708459,10,16,
,,Silurian ,Wenlock,Homerian,427.60,0.708449,0.708439,0.708459,10,14,
,,Silurian ,Wenlock,Homerian,427.65,0.708448,0.708438,0.708458,10,13,
,,Silurian ,Wenlock,Homerian,427.70,0.708448,0.708438,0.708458,10,13,
,,Silurian ,Wenlock,Homerian,427.75,0.708447,0.708437,0.708458,10,12,
,,Silurian ,Wenlock,Homerian,427.80,0.708446,0.708437,0.708457,10,12,
,,Silurian ,Wenlock,Homerian,427.85,0.708446,0.708436,0.708457,10,12,
,,Silurian ,Wenlock,Homerian,427.90,0.708445,0.708436,0.708456,10,11,
,,Silurian ,Wenlock,Homerian,427.95,0.708445,0.708435,0.708456,11,11,
,,Silurian ,Wenlock,Homerian,428.00,0.708444,0.708434,0.708456,11,10,
,,Silurian ,Wenlock,Homerian,428.05,0.708444,0.708434,0.708455,11,10,
,,Silurian ,Wenlock,Homerian,428.10,0.708443,0.708433,0.708455,11,10,
,,Silurian ,Wenlock,Homerian,428.15,0.708443,0.708433,0.708455,11,9,
,,Silurian ,Wenlock,Homerian,428.20,0.708442,0.708432,0.708454,11,9,
,,Silurian ,Wenlock,Homerian,428.25,0.708442,0.708431,0.708453,11,9,
,,Silurian ,Wenlock,Homerian,428.30,0.708441,0.708431,0.708452,11,9,
,,Silurian ,Wenlock,Homerian,428.35,0.708441,0.708430,0.708452,11,8,
,,Silurian ,Wenlock,Homerian,428.40,0.708440,0.708430,0.708451,11,8,
,,Silurian ,Wenlock,Homerian,428.45,0.708440,0.708430,0.708451,10,8,
,,Silurian ,Wenlock,Homerian,428.50,0.708440,0.708430,0.708450,10,8,
,,Silurian ,Wenlock,Homerian,428.55,0.708439,0.708430,0.708450,10,8,
,,Silurian ,Wenlock,Homerian,428.60,0.708439,0.708430,0.708449,10,8,
,,Silurian ,Wenlock,Homerian,428.65,0.708439,0.708430,0.708449,9,8,
,,Silurian ,Wenlock,Homerian,428.70,0.708438,0.708430,0.708448,9,8,
,,Silurian ,Wenlock,Homerian,428.75,0.708438,0.708429,0.708448,9,8,
,,Silurian ,Wenlock,Homerian,428.80,0.708438,0.708429,0.708447,9,8,
,,Silurian ,Wenlock,Homerian,428.85,0.708437,0.708428,0.708447,9,8,
,,Silurian ,Wenlock,Homerian,428.90,0.708437,0.708428,0.708446,9,9,
,,Silurian ,Wenlock,Homerian,428.95,0.708436,0.708427,0.708445,9,10,
,,Silurian ,Wenlock,Homerian,429.00,0.708436,0.708426,0.708444,9,11,
,,Silurian ,Wenlock,Homerian,429.05,0.708435,0.708426,0.708443,9,12,
,,Silurian ,Wenlock,Homerian,429.10,0.708435,0.708425,0.708443,9,13,
,,Silurian ,Wenlock,Homerian,429.15,0.708434,0.708424,0.708442,9,14,
,,Silurian ,Wenlock,Homerian,429.20,0.708433,0.708424,0.708441,9,15,
,,Silurian ,Wenlock,Homerian,429.25,0.708432,0.708423,0.708441,9,16,
,,Silurian ,Wenlock,Homerian,429.30,0.708431,0.708422,0.708440,9,17,
,,Silurian ,Wenlock,Homerian,429.35,0.708430,0.708421,0.708439,9,18,
,,Silurian ,Wenlock,Homerian,429.40,0.708429,0.708420,0.708439,9,20,
,,Silurian ,Wenlock,Homerian,429.45,0.708429,0.708420,0.708438,9,21,
,,Silurian ,Wenlock,Homerian,429.50,0.708427,0.708418,0.708437,9,22,
,,Silurian ,Wenlock,Homerian,429.55,0.708426,0.708417,0.708435,9,23,
,,Silurian ,Wenlock,Homerian,429.60,0.708425,0.708416,0.708434,9,24,
,,Silurian ,Wenlock,Homerian,429.65,0.708424,0.708415,0.708433,9,25,
,,Silurian ,Wenlock,Homerian,429.70,0.708422,0.708413,0.708432,9,25,
,,Silurian ,Wenlock,Homerian,429.75,0.708421,0.708412,0.708430,9,26,
,,Silurian ,Wenlock,Homerian,429.80,0.708420,0.708410,0.708429,9,27,
,,Silurian ,Wenlock,Homerian,429.85,0.708418,0.708409,0.708428,9,28,
,,Silurian ,Wenlock,Homerian,429.90,0.708417,0.708407,0.708427,10,28,
,,Silurian ,Wenlock,Homerian,429.95,0.708416,0.708406,0.708425,10,29,
,,Silurian ,Wenlock,Homerian,430.00,0.708414,0.708405,0.708424,10,29,
,,Silurian ,Wenlock,Homerian,430.05,0.708413,0.708403,0.708423,10,29,
,,Silurian ,Wenlock,Homerian,430.10,0.708411,0.708402,0.708422,10,30,
,,Silurian ,Wenlock,Homerian,430.15,0.708410,0.708400,0.708420,10,30,
,,Silurian ,Wenlock,Homerian,430.20,0.708408,0.708399,0.708419,10,30,
,,Silurian ,Wenlock,Homerian,430.25,0.708407,0.708397,0.708417,10,31,
,,Silurian ,Wenlock,Homerian,430.30,0.708405,0.708396,0.708416,10,32,
,,Silurian ,Wenlock,Homerian,430.35,0.708403,0.708393,0.708413,10,33,
,,Silurian ,Wenlock,Homerian,430.40,0.708402,0.708391,0.708411,10,34,
,,Silurian ,Wenlock,Homerian,430.45,0.708400,0.708389,0.708409,10,37,
,,Silurian ,Wenlock,Homerian,430.50,0.708398,0.708387,0.708407,10,41,
,,Silurian ,Wenlock,Homerian,430.55,0.708396,0.708385,0.708406,10,46,
